,asin,page,stars,author,date,title,comment,verified,helpful,pics,video,comment_id,author_status
110,B00IF1VVFO,12,4,AHXGEYLD7ADDHGCJR4LZ5WJTGZ4Q,11 January 2016,granddaughter heaven,Just what my 4 year old granddaughter wanted. She loves it!!,Verified Purchase,0,0,0,R24O5RSXZKAJQS,none
111,B00IF1VVFO,12,5,AFCPBDZ33JFK2AXHBXLRY4OAMACA,1 October 2015,Five Stars,Brilliant,Verified Purchase,0,0,0,RMSJE3ZX46FRC,none
112,B00IF1VVFO,12,5,AFUPF26Z3HWTIIIBEUN66VJYEPAA,4 March 2016,Five Stars,Good toy,Verified Purchase,1,0,0,R2SITZ9KWBK9O9,none
113,B00IF1VVFO,12,4,AE6ZGGDPF7HDTI3FMQBBK2EYDXYA,21 July 2015,Took time  to construct but enjoyed by our 4 year old granddaughter once ready.,Playground,Verified Purchase,0,0,0,RGAZNUNGX2LO4,none
114,B00IF1VVFO,12,5,AF7LMI7UA4BQ4ATTVHV3WEAPGPKA,30 October 2015,Five Stars,Alway made well,Verified Purchase,0,0,0,R1TIGX9NBZD3I5,none
115,B00IF1VVFO,12,5,AEW73ICWV6762EGGLFE7RVHU6D2A,15 December 2016,Five Stars,Best toys ever always played with after the event . Really good in role play,Verified Purchase,0,0,0,R3MVI6GCM8OY5K,none
116,B00IF1VVFO,12,5,AG7NDJ4I4JZGS5TRNSC32UKRYSAA,10 October 2017,Five Stars,My wee boy loves it,Verified Purchase,0,0,0,R3DY9DY1VGXN8X,none
117,B00IF1VVFO,12,5,AHO723NDHOQ56S4DM2G4Q3H5ZSBA,25 December 2015,Five Stars,Fantastic quality and value for money,Verified Purchase,0,0,0,RODXAFXNTOXNM,none
118,B00IF1VVFO,12,5,AFRIDALBL7RVF27OSDIGVGACVUCA,17 July 2016,Hours of fun,"Hours of good, old-fashioned creative play",Verified Purchase,0,0,0,R1NNDRARLEBP3Q,none
119,B00IF1VVFO,12,5,AHLIG7BTKUJ3WF4QFSAZRW63LA4A,15 December 2015,Five Stars,good value,Verified Purchase,0,0,0,R3AG2ZDVFN434A,none
120,B00IF1VVFO,13,5,AFYXIMWBHTGMOAJCKYRB5FO2BOFA,17 November 2015,Five Stars,"As always we were not disappointed Playmobil are really well made ,our grandaughter  loves it",Verified Purchase,0,0,0,R27185ZKANNL62,none
121,B00IF1VVFO,13,5,AFMJVBG3YYHQ5JWEYM4IKNLERLGQ,31 December 2015,great present can't go wrong,My daughter was excited to open this from santa,Verified Purchase,0,0,0,R2A9IDU90P9WHT,none
122,B00IF1VVFO,13,5,AFW4IL2GABH7B6BXQZQARRLTRBNA,5 April 2016,Five Stars,My grandson was happy,Verified Purchase,0,0,0,R16R80HFWFARC7,none
123,B00IF1VVFO,13,5,AHUKWKWMRYLMRGWKKGLYAUNX76EA,22 May 2017,Five Stars,Excellent,Verified Purchase,0,0,0,R5Y279LS100RQ,none
124,B00IF1VVFO,13,5,AFW3K2EXI746NGBFLGL6N46AVKEA,22 July 2016,Five Stars,My 3 year old daughter loves this! Well worth the money,Verified Purchase,0,0,0,R1DG4M2328B7TS,none
125,B00IF1VVFO,13,5,AHVFFQLFOZC4QPFTBEBU3775BAYQ,21 April 2016,Five Stars,Perfect for my 3 year old granddaughter and her 5 year old sister.,Verified Purchase,0,0,0,R17C54OYR918E7,none
126,B00IF1VVFO,13,5,AHX3EAHJO5FORY5FMIMKZJXQMYZA,30 December 2015,Five Stars,Really great set - my niece loved it and the attention to detail is wonderful!,Verified Purchase,0,0,0,R351B53O2VD4IH,none
127,B00IF1VVFO,13,5,AHVLO376LGESKQZSJHM6WFZ7JJIA,10 January 2016,Five Stars,Great grand-daughter thinks it's the bee's knees!,Verified Purchase,0,0,0,RB5AQVVVW8JWQ,none
128,B00IF1VVFO,13,4,AGESD5HR3HW645ZP4LQ4BY4UYTNQ,17 November 2015,Four Stars,Arrived fast and Really good value for everything you get.,Verified Purchase,0,0,0,R3B7TGEPP04VEZ,none
129,B00IF1VVFO,13,5,AF5SICGYZF3QJ76YL37QJQAIFXBA,25 November 2015,Five Stars,Happy with product,Verified Purchase,0,0,0,R3RFZJY4ML22IR,none
130,B00IF1VVFO,10,5,AHKV3K2BJXBKT3OAWGLCW7SZGCYA,2 October 2015,Five Stars,Very good my 2 grandsons just love it,Verified Purchase,0,0,0,R3KADLWZ0Q9B3B,none
131,B00IF1VVFO,10,5,AHKGRJOOGMD4TTXLPT52KZPJBMZQ,17 December 2015,Five Stars,Excellent value,Verified Purchase,0,0,0,R2A9Z28J0S12Y2,none
132,B00IF1VVFO,10,5,AFCJPCM4SGR6NZ2AQTSVS5RRRLRQ,19 January 2018,Great value,Hot this for my nephew he absolutely loved it. Great value,Verified Purchase,0,0,0,R3CF3BWJFHYML3,none
133,B00IF1VVFO,10,5,AHQ3XEMR7YLQ7BEWQCDYQ3UYP4JQ,7 November 2015,Five Stars,educational,Verified Purchase,0,0,0,R2MJWE0KA779AC,none
134,B00IF1VVFO,10,5,AE2CN73JSCNDIC3O4MJJL6AOKRIA,2 February 2016,Five Stars,Good value,Verified Purchase,0,0,0,R3FROYNMKG6WL8,none
135,B00IF1VVFO,10,5,AEPU3Q6RG5IF7QXMOT3FSQF7KSZQ,18 November 2015,Five Stars,"Great, thanks.",Verified Purchase,0,0,0,RNUO5HKF6CNS0,none
136,B00IF1VVFO,10,5,AFLAREFKXZCZ4IZ5TJWGCZIFFLWA,17 September 2016,Five Stars,Really good!,Verified Purchase,0,0,0,R1G7OIFN4ZZA6Z,none
137,B00IF1VVFO,10,5,AGWRJQET3NW75APWFM5SPZA3KD6A,5 January 2018,Five Stars,Niece loved it!!!,Verified Purchase,0,0,0,R2HRSN12BC4GP8,none
138,B00IF1VVFO,10,5,AFQFY6NJV5JX2WEYEUTEVRZDN2DQ,24 January 2018,Fun toy,Granddaughter loves it!,Verified Purchase,0,0,0,R67UL635WBDC5,none
139,B00IF1VVFO,10,5,AFOTEUDKGWQ7FD375NCGZ2ZNQSTQ,19 September 2016,Love this set,Purchased for my little girls 2nd birthday. Have kept the tiny pieces aside til she's a little older but she loves it!,Verified Purchase,0,0,0,R75Y26R5JCX59,none
140,B00IF1VVFO,7,5,AFCQ73OTNU56KPANWICFHPUHSUBQ,19 December 2017,Great gift,"Bought for granddaughters birthday, she loved it. Price was good.",Verified Purchase,0,0,0,R38XGG9XDPNEU1,none
141,B00IF1VVFO,7,5,AGJCVOZGLPMDXLEPWK5NSMBV7AAQ,12 January 2016,and a fantastic gift,much cheper then any high street shop. and a fantastic gift,Verified Purchase,0,0,0,R1B0F2K4E3SMLY,none
142,B00IF1VVFO,7,5,AG726JRNY2X7WIVYKRC7SHOLDVEA,30 December 2015,There is so much to it and lots of fun.,Bought this for my 2 1/2 yr old and she loves it.  There is so much to it and lots of fun.,Verified Purchase,0,0,0,R8FXJIIYN34GZ,none
143,B00IF1VVFO,7,3,AFWOJSP7QKBULTCJVHYPVUT37OCA,2 January 2018,... pieces and the pieces come apart a bit too easily when played with,Some small pieces and the pieces come apart a bit too easily when played with.,Verified Purchase,0,0,0,R25F2PJS3J65AA,none
144,B00IF1VVFO,7,2,AFSTSS3SQSV2NK2TH75T347M3OWA,12 October 2017,Two Stars,Broke down quickly.,Verified Purchase,0,0,0,R2UWRS3ARHTE9K,none
145,B00IF1VVFO,7,5,AFV2KBCHHX5DGGKPDNISRUEAUYFQ,26 September 2016,City playground,Great product,Verified Purchase,0,0,0,R1S0GS7WHGY21L,none
146,B00IF1VVFO,7,5,AET3RHEHHS5IHPZUL7VOGOMPABDQ,7 January 2016,Five Stars,This is adorable my daughter plays with it for hours,Verified Purchase,0,0,0,REMRJI60T4AW1,none
147,B00IF1VVFO,7,5,AEJUWHI65FBMTQCLETQKL2JK5PZA,19 January 2016,Five Stars,"Same as before Granddaughter loved it, can't go wrong with Playmobile",Verified Purchase,0,0,0,RJXDAEBHYYZR,none
148,B00IF1VVFO,7,5,AGAPIHETCAAVOPPGQOIA5NUMQ65Q,30 December 2016,"Really great toy, good quality","Really great toy, good quality, great detail and 3 year old loves it, she'll quite happily play with it by herself for ages.",Verified Purchase,0,0,0,R3MDGR36IF2IZR,none
149,B00IF1VVFO,7,5,AHXPJPF26X52OOOVQ2BA56TEYCDA,8 January 2016,Five Stars,"My little girl loves this, can't wait to add more to the collection.",Verified Purchase,0,0,0,RAT7TIZ648E4G,none
150,B00IF1VVFO,8,5,AFSOR3355THKNWCEKNQ7VTZF4IYQ,22 February 2016,Very pleased.,Bought as Christmas present. Very happy with purchase.,Verified Purchase,0,0,0,R3TJJ1D9OA2IN1,none
151,B00IF1VVFO,8,4,AHAZOSG3YUNPJ2FA2RQAQKAU74ZA,19 November 2017,ONE HAPPY BIRTHDAY GIRLS WISH,Well pleased with requested product for one special little girls birthday gift,Verified Purchase,0,0,0,R9EHESVXY853C,none
152,B00IF1VVFO,8,5,AFZZGXUQTFX74LXJFHXQAZPKAHIA,21 November 2015,Arrived safe and sound and quick delivery. Can't wait ...,Arrived safe and sound and quick delivery.,Verified Purchase,0,0,0,R56JPM69HHAQJ,none
153,B00IF1VVFO,8,5,AEEBXDJXWCMVVGJIOKEYA3DYNDCQ,6 January 2016,Five Stars,Great but a lot of small part assembly,Verified Purchase,0,0,0,RSPFN9IZDIYXR,none
154,B00IF1VVFO,8,5,AFTHGN6UABHH73GMWNTV4CRGFHLQ,12 February 2016,Five Stars,A lovely playmobil set to add to our collection,Verified Purchase,0,0,0,RELM9Q2BX3D0F,none
155,B00IF1VVFO,8,5,AHGV5SQER7Y3BBDOBCQBCUZZLKFA,23 June 2015,but the handbag with the elastic band keeps coming apart and some of the pieces come off rather too easily.,"My grand daughter loves it, but the handbag with the elastic band keeps coming apart and some of the pieces come off rather too easily.",Verified Purchase,0,0,0,R3JYLH9ZTNN755,none
156,B00IF1VVFO,8,5,AEYIWWOGDBZGXH3Z3ZNFCO3BN6DQ,10 December 2015,Five Stars,"Great service, quality tot as expected",Verified Purchase,0,0,0,R91EGGTAE4JCE,none
157,B00IF1VVFO,8,5,AFAOKTQATMDKSSTTC6HJG4ECOPKQ,6 January 2016,First class.,"Nothing beats playmobil, fantastic.",Verified Purchase,0,0,0,R1GDVLBRRR5MEW,none
158,B00IF1VVFO,8,5,AE6YOO6A5E4A35XXFPS5UWTR7GBQ,5 February 2016,Five Stars,really nice love them,Verified Purchase,0,0,0,RJNIM6A617LY2,none
159,B00IF1VVFO,8,5,AFPZCCRGJRSNMRE6LWRHAY2MPSTQ,26 December 2015,Grandson delighted,Typical playmobile item well made,Verified Purchase,0,0,0,R1DTFNE20IVNS9,none
160,B01AJPC9X6,7,5,AEJREGTBGXWX77WYC2AXZNIFWOAA,12 January 2018,Good service,Arrived on time very satisfied,Verified Purchase,0,0,0,R37J3OI7F7ZL5U,none
161,B01AJPC9X6,7,5,AEUWIG45Q4MQCVJ47QU5MNECPW5Q,28 October 2017,Five Stars,my nephew liked the gift very much,Verified Purchase,0,0,0,R1K3YZ5J5A43T0,none
162,B01AJPC9X6,7,3,AHXRMQO7EFH6SPOED52IQC6YHXOA,16 January 2018,Three Stars,very expensive but son loves it,Verified Purchase,0,0,0,R3IECL7Q6N90I9,none
163,B01AJPC9X6,7,5,AFL2SQ6CPRGKUZX4XLVA3NSMZ3LA,25 October 2017,Love playmobil,Got for 7 year. Lots of details. Great value.,Verified Purchase,0,0,0,RZJO7ZIVW01RM,none
164,B01AJPC9X6,7,5,AGZXQTGKMQ5WEZ45SMLWTXAARFSQ,27 August 2017,Five Stars,Was pleased with it.x,Verified Purchase,0,0,0,R2ZDY85ZT1J6DW,none
165,B01AJPC9X6,7,5,AEZUH2X6XPXPQDXL6KVBJRI5W4PA,29 November 2017,Five Stars,Great price.,Verified Purchase,0,0,0,R31UJ9M7PRG7RQ,none
166,B01AJPC9X6,7,5,AHEJBY5A274ZXCZCXL3AMRPA75LA,26 June 2017,Five Stars,Get it,Verified Purchase,0,0,0,R31Y6FDL6UQV95,none
167,B01AJPC9X6,7,2,AFHCUL3B44OGXML7V7B26UOP7A3Q,23 September 2017,Two Stars,Would have been good if came in box without sticker on front and undamaged.,Verified Purchase,4,1,0,R3JVI2NT647WSB,none
168,B00VLUZ31O,1,5,AGCGTXJ7YQRX57KR3RFPDUQBBXPA,11 December 2016,Its perfect for her age group and gets her 8 year ...,"My 5 year old daughter wanted this for her birthday. Its had more play than any other toy I've ever bought her. Its perfect for her age group and gets her 8 year old cousin regularly involved too. The details are wonderful. The lift is sturdy and gets wrenched up and down without breaking. Its educational value is endless - I've overheard the kids talking about intestine problems, heart surgery, fatal fallings from windows, broken this and that, someone got decapitated by the ambulance when a baby was being born inside - its always very busy and lots of terribly difficult problems get solved! My daughter sometimes uses it as a house, a hotel and a department store too. Its a very versatile and fun toy which gets spontaneously played with a lot. I'm getting some extras for christmas to enhance the fun we've already had....",Verified Purchase,0,0,0,R324LL3RPQ44VU,none
169,B00VLUZ31O,1,5,AHZIEZZPEO77UICGBP3AW2KPZJCQ,16 April 2017,"Good value, much loved","Well done Playmobil, great toy. But make sure you have time to put it together as it's tricky, small parts are a pain. If you move it around, as kids do, it will come apart. Great toy thought week thought through and used every time my grand kids visit 3-6 years old",Verified Purchase,1,0,0,R27UO8C41I26MW,none
170,B00VLUZ31O,1,5,AHEJAUMAACJLEE7FEHL27I7YESNQ,17 January 2017,No Cancelled Operations Here!,"After the several hours of building this on Christmas Day, you realise what an amazing hopsital it is.  The attention to detail is amazing from the tubes to the little laptop and phone.  It's something that once built, you keep up if you have the space.  My son absolutely loves this.  The only thing missing is a poster asking 'have you had an accident at work'?, call us now on....",Verified Purchase,0,0,0,R227C2UY9RFD5E,none
171,B00VLUZ31O,1,5,AEGMHGD5RG3XI67TKPN3CTDZIMIQ,8 February 2017,... a big hit (along with the helicopter & ambulance) Brilliantly detailed and lots of fun,Daughter (5) got this for Xmas and it was a big hit (along with the helicopter & ambulance),Verified Purchase,0,0,0,RZL4UUKI0HT4J,none
172,B00VLUZ31O,1,5,AEJGZRYDVVWAMVT2MPHTDYVOAJZA,26 November 2017,Excellent,My 5 year old daughter has wanted this for months!!,Verified Purchase,0,0,0,R2AFMHQB6QC1LH,none
173,B00VLUZ31O,1,3,AEATD7E7CF3FZSPYY7MNBQNKUQDA,9 February 2017,Tricky to put together,"Tricky to put together, took about 3 hours in total... Some of the instructions were quite vague which made it difficult with so many pieces.",Verified Purchase,0,0,0,R1VDD58T49NLO5,none
174,B00VLUZ31O,1,5,AE2YMCDREAQY22EVNZIDS6GLVGSA,13 January 2017,I need a Dr!,Why for the life of me did I buy this for Christmas. Spent half my life making it up!! Aaargh.,Verified Purchase,0,0,0,R2226251K7X2D3,none
175,B00VLUZ31O,1,5,AH63PH3QZJHYTEUPAN7GTTDXLFSA,6 June 2017,Wonderful toy,My granddaughter who is 7 absolutely loves this and it is great you can buy extras to it.,Verified Purchase,1,0,0,R2TCQ1IHLER6XI,none
176,B00VLUZ31O,1,5,AG5XYLSMYOBDILPBODZV7TPXQPQA,8 January 2017,Great product,"We bought this for our 5 year old daughter for Christmas, she loves it! The only thing I'd suggest is make sure you realise how much time Playmobil takes to set up. This hospital took me 2 hours to put everything together (including tiny bits) but once it's done, it's fantastic.",Verified Purchase,0,0,0,R2QXWNJ8QOXVYH,none
177,B00VLUZ31O,1,3,AE4AAG4HQJHV5M2D2X4RCJDSZCGQ,11 January 2017,OK,"It's fine but for the money, I think there are too many fiddly accessories and not enough going on with the building itself. Fine if your child doesn't mind setting up all the tiny bits and pieces each time they play as they fall over or fall out each time you move it. Big to store.",Verified Purchase,0,0,0,RMXS53PVAQYD2,none
178,B00IF1VVFO,15,4,AESOI6WSUJK36GCNIVALJECICSHQ,12 December 2015,Four Stars,xmas present so dont know et,Verified Purchase,0,0,0,R18HV5UAJ4IPTW,none
179,B00IF1VVFO,15,5,AG3WZUQE55KUVOYX53I53CXV246Q,7 September 2016,Great wee play set,My two kids love this!,Verified Purchase,0,0,0,R1W764Y2AC828A,none
180,B00IF1VVFO,15,5,AHUDETYP226EUPBB2CUOVOLORKLQ,7 December 2014,Five Stars,Another amazing playmobil set,Verified Purchase,1,0,0,R2GUZEXQP79Q3I,none
181,B00IF1VVFO,15,4,AFEFH7T7BARYQNM3GSVRKW534AGA,5 October 2015,Fun in the playground,Bought as a present for granddaughter. She loves Playmobil . Simple to build and not too many small pieces,Verified Purchase,0,0,0,R7H4RJ21EW7C3,none
182,B00IF1VVFO,15,5,AHWTUGBAMV6FJFCOS3H5TPDL4FIA,27 September 2015,looks fun and assuming by previous reviews and popularity with it ...,"Myself and son haven't played with this yet as it's away for Christmas,looks fun and assuming by previous reviews and popularity with it being out of stock at times its great",Verified Purchase,0,0,0,RTBNQYGF0P8WW,none
183,B00IF1VVFO,15,5,AETLM74OTWNWLYAEYV3L23QNSNJA,3 January 2017,Five Stars,wonderful toy. many thanks. so sturdy and easy to assemble for my grand-daughter. she loves all har playmobile stuf,Verified Purchase,0,0,0,R16Y2E5LEC2XQK,none
184,B00IF1VVFO,15,3,AHKQISZQXPGLN2SCVRGEYTO3OXZQ,8 January 2017,Three Stars,"this is a lovely toy, but as there are so many tiny pieces, will be returning it",Verified Purchase,0,0,0,R3Q9U8LOVLLBSL,none
185,B00IF1VVFO,15,5,AF6M6NWCNF3H645WDIDFZEN6V7JA,27 October 2017,its a really good quality playground for playmobil kids,"although pricey, its a really good quality playground for playmobil kids...! my kids love it, detail is great. quick delivery, all very happy!",Verified Purchase,0,0,0,R2BYD8NZ1TDE4M,none
186,B00IF1VVFO,15,5,AFKFMLFXZ7FG3R3T2NDIN5XOYSGA,2 January 2015,but loved playing with it,"Very popular with my grandson this Christmas.  He is autistic, but loved playing with it.  Reasonably easy to set up.",Verified Purchase,1,0,0,R7JU8NYMT3C4W,none
187,B00IF1VVFO,15,1,AEIIWGH32K64RHB3W2O6OI2H6MZQ,22 January 2018,Worst toy ever,"My son was bought this for Christmas upon recommendation from a Health Professional.  It is literally the worst toy I've ever come across and I can not understand how it has so many good reviews.  The connecting pieces do not fit properly and therefore the toy, once constructed, comes apart very easily.  My children play with it and it breaks apart, there are small pieces which come off and would be easily lost (or choked on), the park bench always falls over, the tree comes out of it's stand, the tiny flowers fall off and I'm constantly finding them all around the house and it's just the most frustrating piece of rubbish we have ever come across.",0,0,0,0,RFK1HWP5V26LN,none
188,B01LTHZP16,2,5,AHL6Z3PVHF3I3N3RXULDR7R3ZSMQ,1 April 2018,Five Stars,As usual a great product and one very happy little boy.,Verified Purchase,0,0,0,R2KZW16VACA4K2,none
189,B01LTHZP16,2,5,AHH6U6HVBWON7GNM33V5F7VZ7BTA,5 May 2018,Five Stars,excellent product thank you,Verified Purchase,0,0,0,R24J613JAKFLL9,none
190,B01LTHZP16,2,5,AG4RNJBAUEPXKEQF6SSQ5VQN5VCA,16 April 2018,Very good,My nephew seems to love it.,Verified Purchase,0,0,0,R1OHYR71JO0QB3,none
191,B01LTHZP16,2,5,AE6OFNW7RG27CNDWTFUVEJNTC64A,12 January 2018,Five Stars,Grandson loved it. Search light a good touch.,Verified Purchase,0,0,0,R126HESMT9RXDL,none
192,B01LTHZP16,2,5,AFGQYG4K27NSZ3KHHPVSGUY2YHSA,30 December 2017,Five Stars,Great delivery time and my boy loved it,Verified Purchase,0,0,0,R1Q9Q1KUTQZ09Q,none
193,B01LTHZP16,2,5,AESDOAPY25EVEMDZFMOFUKR3DPJQ,19 January 2018,Five Stars,my grandson loved this,Verified Purchase,0,0,0,R1XULOECZ4PVN3,none
194,B01LTHZP16,2,5,AHWTRTBZKLXMC3SMKYG7TKCPUTYA,28 December 2017,Well worth buying,Bought as a Christmas light & given a lot of pleasure.,Verified Purchase,0,0,0,R9G53ZGB7ERUF,none
195,B01LTHZP16,2,5,AH2UYYPWO5HOJJI2M4DMXGZSR3CA,4 January 2018,Five Stars,"Really good quality. Easy to put together , my boys both love it",Verified Purchase,0,0,0,RXQAKRPAHMT4I,none
196,B01LTHZP16,2,5,AEDRAR7BA46W5JOZNADLBWRAQW5A,27 February 2018,Five Stars,grandson loves it,Verified Purchase,0,0,0,R18ST5UYGPVTWR,none
197,B01LTHZP16,2,5,AEASRKTOG6PN34YG2BHJHMMYHK6A,24 December 2017,Hours and hours of fun,"Nephew loved this helicopter, it’s expensive for what it is but it was worthwhile seeing the look on his face:)",Verified Purchase,0,0,0,R2YX6BCHQ2CTY9,none
198,B01AJPC9X6,1,5,AGLM4C3QY2GPO2O5ZWQCBAOZMDOQ,9 September 2017,Perfect playmobil police station,"playmobil never lets you down. Build quality is first class, the plastic they use always has a certain playmobil feel. Takes about 2 hrs to fully assemble and some of it's a little fiddly but it's so worth it.",Verified Purchase,3,0,0,RYU6QNSQTD6UC,none
199,B01AJPC9X6,1,5,AFJ64V7JGZLP3HFUHERYAJTLJW6Q,29 November 2017,typical playmobil quality toy,"Usual great quality from Playmobil with some cool little features, I enjoy playing with it as much as my 3 year old son.  Took a fair while to put together, especially with a boy desperate to play with it pestering every 5 mins.  I have learnt now that playmobil will be put together the night before birthdays or Christmas to save this aggro! Took a good hour to build but quite an enjoyable build, not too painful!",Verified Purchase,2,0,0,R11P5JFZROFWIZ,none
200,B01AJPC9X6,1,5,AFM3HCMKWBWZKC5T2CKIJJGNRGOA,15 November 2017,Great Value and so much fun,"Wow bigger than expected and has so many great features, there are figures included and the prisoner has a change of clothes. Whats great about this is you can buy extra items to add on and make it even more fun. Also purchased the Playmobil City Action police van, there are so many other things you can add ...... . Would recommend.",Verified Purchase,2,0,0,R288RXQ89CF8XY,none
201,B01AJPC9X6,1,1,AEN5TZRTZNOMBZGDJC2HS4DYCXIA,12 November 2017,Damaged.,"I recently purchased from you the playmobil police city action set. This arrived within 2 days, as you can see from the attached photos the item was not in protective packaging and was completely ripped open and we believe items missing.  Also because the present wasnt in packaging it was seen by the person who it was bought for and now has been unable to be used for a christmas present. Due to what looks like some of the parts missing from damaged box we are unable to build the police station.",Verified Purchase,2,3,0,R1YC9Z6XABLPB6,none
202,B01AJPC9X6,1,3,AEYVJLLBOBSD7KVBDIGG27YZCKOQ,6 April 2018,Little pieces,My kids love playmobil but this was so annoying to put together. You can’t store it either as it breaks into little pieces. It’s a nice set up when made but not realistic unless you have a lot of space. Very expensive for a lot of plastic that has ended up in the hoover no doubt. But the kids liked it so that’s what matters I guess,Verified Purchase,0,0,0,R13FL68ACONGLT,none
203,B01AJPC9X6,1,5,AG2P2OIISG2GC6MDZONEXM2B2WAQ,9 February 2018,It's large and really sturdy - and the parts are just the right size ...,Bought this for my 5 year old grandson's Christmas present.  It's large and really sturdy - and the parts are just the right size for little hands.  There are so many parts to the police station that it keeps him entertained for hours.,Verified Purchase,0,0,0,R1YE8933JONAFO,none
204,B01AJPC9X6,1,5,AFAHIJSGTHJBQ2QBLZ5IK36OUFOQ,19 December 2017,Glad we did as we would not have time on ...,Got this for my son's Christmas.  We have built this before Christmas as we had read it can take a wee while to build.  Glad we did as we would not have time on Christmas day to build this.  As with all playmobil the attention to detail is great.,Verified Purchase,0,0,0,R25B63RX5BNEUW,none
205,B01AJPC9X6,1,2,AEMP6ZEX7HDWD2CII6O3JRCFNY2A,12 January 2018,Feels flimsy which is not good with 2 crazy little boys about,"Not overly impressed at all. Feels flimsy which is not good with 2 crazy little boys about. Never mind that but the building time! It says 90 mins on the box ha! Maybe for a 10 strong group of engineers! Took us days! Ruined Christmas Day as the entirety was spent sitting on the floor trying to put it together. Wouldn’t attempt this unless you have a huge amount of patience and time, which we don’t!",Verified Purchase,0,0,0,R2G3BPL6KXE0KQ,none
206,B01AJPC9X6,1,5,AHVBIJO3Z2O7IEHKA2GQ5JMZV42A,10 April 2018,He is delighted with it and spends hours playing and working our ...,"A lovely toy, coveted by our grandson when he saw it in a toy shop on holiday.  He is delighted with it and spends hours playing and working our various scenarios with it.",Verified Purchase,0,0,0,R2FP0V7D60Y9HY,none
207,B01AJPC9X6,1,5,AEIUG6N3XIGI7OACWY6K2H7U3L7A,13 November 2017,Five Stars,"Christmas present for my granddaughter, just want for has asked for.",Verified Purchase,1,0,0,R1ECO36575UZR0,none
208,B01AJPC9X6,2,5,AEKBP3SOZWNIQXXUGL6XTRUS3XXA,9 May 2018,Decent... is what it is.,"Its like the cheap.... wait no, I mean lesser cousin of Lego, but this is a good base for kids to play act from using their current Playmobil.",Verified Purchase,0,0,0,RVPHU7J584DV7,none
209,B01AJPC9X6,2,5,AFMDFAV35SV4ZXLUQTWYAZLYWVNQ,15 February 2018,Brilliant,"The best toy I have ever bought for my 4yo, he plays with it everyday and has done since Christmas. Can’t rate any Playmobil high enough",Verified Purchase,0,0,0,R23AYWPW6I6E7D,none
210,B01AJPC9X6,2,5,AGIRXWXGW2JCGLVZADUIM2NCYFEQ,30 November 2017,Sure that my grandson's will love this. Lots of features,Sure that my grandson's will love this. Lots of features. The pirate set was a great hit with them both and I am sure this will be too.,Verified Purchase,0,0,0,R22PRSA6PE79V7,none
211,B01AJPC9X6,2,1,AERZ3ZX4XDBY5I6O42TU5MILHWZA,4 October 2017,Not Good,Mine would also have been good if it come in box without stickers on front of manufactures box  or damaged too.,Verified Purchase,1,0,0,R1IRGY0PADEUX8,none
212,B01AJPC9X6,2,5,AFXHIXXS6B3TNU77XPYWO5FXCMFQ,8 January 2018,HUGE box for the product inside!!,My grandson is happy to have received this fro Christmas - the box was SO much bigger than we had expected it to be!,Verified Purchase,0,0,0,RAIMWF0I1DHFF,none
213,B01AJPC9X6,2,5,AHK2ZVEA3VCC4Z3JKIMNJTWNUXLQ,8 December 2017,Thanks Playmobil!,We are Playmobil addicts and this set is just perfect. Very easy to assemble and lots of little details that make Playmobil so special.,Verified Purchase,0,0,0,R23OMSVUAGNFK1,none
214,B01AJPC9X6,2,5,AGIEH2VYDQ3IHZQX574WJSWSA4CA,28 November 2017,... boy He just LOVES it hours of play Just brilliant and great,Birthday present for our boy,Verified Purchase,0,0,0,R3MVXYM8USVV2X,none
215,B01AJPC9X6,2,5,AFUPJGTGLY4UEQSSV3FTHBHKRNRQ,5 April 2018,Five Stars,GRANDSON WAS THRILLED HE IS 6YRS OLD SO NEEDED SOME ASSISTANCE IN CONSTRUCTING THE TOY,Verified Purchase,0,0,0,R31X3P7MKWIA8Z,none
216,B01AJPC9X6,2,5,AFOBFAMFGJQAKTU7R3Y5Z6R4VPPA,15 January 2018,Big hit with our family.,7 year old son received this for Christmas. Took about 2 hours to assemble but so worth it.  He loves it as do his brother and sister - this has been played with nearly every day.  I Would also recommend buying the helicopter and police car to use with this set.  Playmobil is much more durable than lego and there are hours of play to be enjoyed. Highly recommend....,Verified Purchase,0,0,0,RAEK52FVWRJS1,none
217,B01AJPC9X6,2,5,AF2C5RKZQLUZ7UG2K2CGZK44TZHA,25 January 2018,Like most Playmobil toys,"A Christmas present for my 5 year old which he has played with every day.  It takes quite a while to build (90 mins according to the box) but once done, it's a winner.  Like most Playmobil toys, the attention to detail and added extras make it worth the cost.",Verified Purchase,0,0,0,R29SNQATJ3G5Y9,none
218,B00VLUZ31O,4,5,AF5JHFUB3QELFU7IZZYU6LHV7O4A,2 January 2017,"You cant go wrong with Playmobil, been playing with ...","You cant go wrong with Playmobil, been playing with them since I was a kid in the 80's and my son is continuing ........",Verified Purchase,0,0,0,R3NGPNIJXTL63W,none
219,B00VLUZ31O,4,5,AGUICH4THYWMUQATHJE7WFPTKQSQ,27 February 2017,well loved,"exactly product, played with for hours as soon as it was built. one thing I will say the instructions are simple to follow but the different parts aren't kept together in order of instruction this would save a lot of time if they were spread about in random bags other than that it's perfect.",Verified Purchase,0,0,0,R10PODWZBG7Q24,none
